id,class,set
traditional_african_music_folk_music_instrumental_for_relaxing_studying__ambiencesegment137,African traditional folklore,train
tchaikovsky_string_quartetssegment145,Romanticism figure,train
the_best_of_tallissegment16,Renaissance symbolism,test
frederic_chopin__19_nocturnes_rubinsteinsegment99,Romanticism figure,train
chopin_complete_mazurkas_full_albumsegment157,Romanticism figure,train
guai_ai_gelidi_mostri_arr_of_texts_by_m_cacciari__part_i_segment24,20th century abstractionism,train
1_hour_of_instrumental_opera_masterpieces__by_vincenzo_bellini_e_gioacchino_rossinisegment151,Romanticism open view,train
pierre_boulez__pli_selon_pli_audio__full_scoresegment90,20th century abstractionism,train
leos_janacek__violin_sonatasegment5,20th century experimental figure,train
ives__piano_sonata_no2_concord_mass_184060segment90,20th century experimental figure,train
best_songs_of_beyonce__beyonce_playlist_2021segment121,Electronic music,train
sardegna_polyphonies_sardes_coro_di_pozzomaggioresegment54,European traditional folklore,train
anime_opening_music_mix__anime_updating_2023__anime_opening_compilation_2023segment79,Asian traditional folklore,train
music_from_hungary__csango_songssegment64,European traditional folklore,train
paisiello_6_flute_quartets_op23segment77,Baroque Classical secular subject,train
carlo_gesualdo__madrigals_book_6segment27,Renaissance secular subject,train
best_h_a_n_s_zimmer_music__most_beautiful_film_music__3_hourssegment346,20th century traditional open view,train
terry_riley__rainbow_in_colognesegment194,Electronic music,train
orlande_de_lassus__motets__chansonse__the_hilliard_ensemblesegment8,Renaissance symbolism,train
sacred_spirit_chants_and_dances_of_the_native_americans_vol_1_full_album___10youtube_comsegment10,American traditional folklore,train
terry_riley__youre_no_goodsegment5,Electronic music,validation
dmitri_shostakovich__24_preludes_and_fugues_op_87segment30,20th century traditional figure,train
beethoven_piano_concerto_no5_in_eb_op73_helmchensegment14,Baroque Classical secular subject,validation
verdi___requiem_soltisegment103,20th century traditional open view,validation
children_of_bodom__hate_crew_deathroll_2003_full_albumsegment24,Heavy metal,train
calvin_harris_greatest_hits_full_album_2021__calvin_harris_best_songssegment23,Electronic music,train
the_beautiful_folk_music_of_england_segment24,European traditional folklore,train
mozart__requiem_in_d_minor_completefull_hdsegment8,Baroque Classical symbolism,train
terry_riley__rainbow_in_colognesegment80,Electronic music,train
elektra_op58__by_r_strauss_audio__sheet_musicsegment153,20th century experimental open view,train
the_best_music_of_carl_philipp_emanuel_bachsegment43,Baroque Classical secular subject,train
chopin_etudes_op10_and_op25_fialkowskasegment66,Romanticism figure,train
byrd_bull_morley_etc__english_virginalists_zuzana_ruzickovasegment31,Renaissance secular subject,train
franz_schubert_symphony_no8_unfinished_d_759_leonard_bernsteinsegment16,Romanticism open view,train
byrd_bull_morley_etc__english_virginalists_zuzana_ruzickovasegment12,Renaissance secular subject,train
robert_schumann__symphony_no_4_op_120_1851_sheet_musicsegment42,Romanticism open view,train
mayan_ambiance_mexican_traditional_musicsegment75,American traditional folklore,train
giovanni_pierluigi_da_palestrina__first_book_of_madrigalssegment25,Renaissance secular subject,train
modest_mussorgsky_pieces_for_pianosegment10,Romanticism figure,train
brahms_3_piano_sonatas_zimermansegment195,Romanticism figure,validation
africa__vol_4_mauritanie_guinee_dahomey_cote_divoiresegment14,African traditional folklore,train
mozart__requiem_in_d_minor_completefull_hdsegment58,Baroque Classical symbolism,validation
__the_best_of_east_europe_folk_2021segment52,European traditional folklore,train
judas_priest_greatest_hitssegment98,Heavy metal,train
tchaikovsky_string_quartetssegment75,Romanticism figure,train
hungarian_dance_music_from_the_17th_centruysegment2,European traditional folklore,train
pink__greatest_hits_2023__top_songs_of_the_weeks_2023__best_song_playlist_full_albumsegment140,Electronic music,train
hayastan__armenian_dancessegment64,European traditional folklore,train
beethoven__diabelli_variations_op_120_grigory_sokolovsegment39,Baroque Classical secular subject,test
john_dowland__2_hours_with_the_best_lute_classical_music_hqsegment153,Renaissance secular subject,train
chopin_complete_mazurkas_full_albumsegment199,Romanticism figure,train
beethoven_sonata_no21_in_c_major_waldstein_pletnevsegment22,Baroque Classical secular subject,train
the_best_of_webersegment41,Romanticism open view,test
brahms_complete_piano_trios__guarneri_trio_praguesegment21,Romanticism figure,train
bach_the_welltempered_clavier_book_1_harpsichord_pierre_hantaisegment4,Baroque Classical secular subject,train
elektra_op58__by_r_strauss_audio__sheet_musicsegment58,20th century experimental open view,train
brahms_complete_piano_quartetssegment207,Romanticism figure,train
karlheinz_stockhausen_stimmung_1968segment105,20th century abstractionism,train
nirvana_greatest_hits__the_best_of_nirvanasegment92,Modern instrumental music,train
victor_villadangos_guitar_music_of_argentina_vol_1_pujol_ayala_falu_heinzesegment42,Modern instrumental music,validation
_russian_folk_songs______segment134,European traditional folklore,train
smetana_ma_vlastsegment103,Romanticism open view,train
vivaldi__gloria_in_d_major__rv_589segment37,Baroque Classical symbolism,train
billie_eilish_playlist__billie_eilish_top_hits__billie_eilish_the_most_popular_songssegment93,Electronic music,test
tchaikovsky__piano_trio__kogan__rostropovich__gilelssegment57,Romanticism figure,train
african_folk_music_instrumental__marimba_kalimba__drumssegment130,African traditional folklore,train
steve_reich__the_desert_music_1985__albumsegment78,20th century abstractionism,test
yann_tiersen_greatest_hits_collection__best_song_of_yann_tiersen__best_piano_instrumental_musicsegment127,20th century traditional figure,train
paul_hindemith_ludus_tonalissegment188,20th century experimental figure,train
taiwan__vocal_polyphonies_of_the_aboriginessegment26,Asian traditional folklore,train
monges_de_santo_domingo_de_silos_canto_gregorianosegment137,Renaissance symbolism,validation
tarquinio_merula__canzoni_overo_sonate_concertate_per_chiesa_e_camera_book_3_op_12_1637segment43,Baroque Classical secular subject,train
carlo_gesualdo__madrigals_book_6segment43,Renaissance secular subject,train
messiaen_catalogue_doiseauxsegment14,20th century experimental figure,train
tool__lateralus_full_album_hqsegment72,Heavy metal,train
guillaume_dufay_chansons_michael_posch_1996segment7,Renaissance secular subject,train
cpebach_magnificat_in_d_major_wq_215_h772segment64,Baroque Classical symbolism,train
the_best_of_blur__blur_greatest_hits_full_album_2020__blur_full_playlist_2020segment82,Modern instrumental music,train
ptchaikovsky_complete_symphonies__lmaazel_viennapo__196064segment446,Romanticism open view,train
domenico_cimarosa__32_piano_sonatassegment48,Baroque Classical secular subject,train
satie_piano_music_full_albumsegment51,20th century traditional figure,train
tchaikovsky_complete_ballets_swan_lake__sleeping_beauty__the_nutcrackersegment572,20th century traditional figure,train
the_inca_harp_laments_and_dances_of_the_tawantinsuyu_the_inca_empire_lyrichord_1980_llst_7359segment91,American traditional folklore,train
chopin_4_impromptus_op29_36_51_66_kissinsegment20,Romanticism figure,train
merle_haggard_greatest_hits_2023___best_songs_of_merle_haggardsegment170,Modern instrumental music,validation
schubert_piano_trios_1__2segment34,Romanticism figure,train
goran_bregovic___underground_full_albumsegment48,European traditional folklore,train
the_best_of_bizetsegment4,Romanticism open view,train
bach_mass_in_b_minor_bwv_232__karl_richtersegment245,Baroque Classical symbolism,train
alban_berg__violin_concerto_1935segment36,20th century experimental open view,train
john_dowland__2_hours_with_the_best_lute_classical_music_hqsegment80,Renaissance secular subject,train
java__gamelans_from_the_sultans_palace_in_jogjakartasegment106,Asian traditional folklore,train
giovanni_pierluigi_da_palestrina__first_book_of_madrigalssegment86,Renaissance secular subject,train
giovanni_pierluigi_da_palestrina__first_book_of_madrigalssegment66,Renaissance secular subject,train
bruno_maderna__musica_elettronicasegment69,Electronic music,validation
chopin__piano_concertos_no1_2__remastered_centurys_recording_arthur_rubinsteinsegment32,Romanticism open view,train
daft_punk__random_access_memories_full_albumsegment96,Electronic music,train
african_folk_music_instrumental__marimba_kalimba__drumssegment28,African traditional folklore,train
relaxing_music_spirit_of_american_indians_native_american_indian_music_native_flute_musicsegment107,American traditional folklore,train
drake__greatest_hits_full_album__best_songs_collection_2023segment34,Electronic music,train
telemann__brockes_passion__passion_oratorio_completesegment21,Baroque Classical symbolism,validation
hindemith_complete_piano_sonatassegment57,20th century experimental figure,train
antonin_dvorak__serenade_for_strings_in_e_major_op22_wscoresegment30,20th century traditional open view,train
slipknot__greatest_hitssegment392,Heavy metal,validation
dualipa_greatest_hits_full_album_2023__dualipa_best_songs_playlist_2023segment258,Electronic music,train
john_dowland__2_hours_with_the_best_lute_classical_music_hqsegment95,Renaissance secular subject,train
sacred_chants_and_tibetan_rituals_from_the_monastery_of_miriksegment11,Asian traditional folklore,validation
orlande_de_lassus__motets__chansonse__the_hilliard_ensemblesegment1,Renaissance symbolism,train
john_dowland__2_hours_with_the_best_lute_classical_music_hqsegment19,Renaissance secular subject,train
pierre_boulez__reponssegment39,20th century abstractionism,train
best_of_max_giesinger__max_giesinger_greatest_hits_full_album_2023segment80,Modern instrumental music,train
lammazzapreti__canti_satirici_anticlericali_1973segment55,European traditional folklore,validation
guillaume_de_machaut_c13001377_polyphonic_chansonssegment63,Renaissance secular subject,train
lassus__chansons__capilla_flamencaavisegment91,Renaissance secular subject,validation
los_calchakis__flutes_des_terres_incas_1985segment36,American traditional folklore,train
best_h_a_n_s_zimmer_music__most_beautiful_film_music__3_hourssegment81,20th century traditional open view,train
saraswatis_sitar_symphony_relaxing_music_for_concentration_and_focussegment112,Asian traditional folklore,train
flashback_lee_perry__skanking_with_the_upsetter_rare_dubs_19711974segment89,African traditional folklore,train
vecchioni_e_guccini__rara_registrazione_allostaria_delle_dame_1975segment59,European traditional folklore,train
js_bach_brandenburg_concertos__1__6_claudio_abbadosegment22,Baroque Classical secular subject,train
skyclad___silent_whales_of_lunar_sea_full_album_lyrics_on_screensegment54,Heavy metal,test
shostakovich__the_song_of_the_forestssegment72,20th century traditional open view,train
yann_tiersen_greatest_hits_collection__best_song_of_yann_tiersen__best_piano_instrumental_musicsegment58,20th century traditional figure,test
andina_inca_music_from_ecuadorsegment94,American traditional folklore,train
monteverdi_madrigali_guerrieri_et_amorosi_libro_ottavo_jordi_savallsegment87,Renaissance secular subject,test
tchaikovsky_complete_ballets_swan_lake__sleeping_beauty__the_nutcrackersegment344,20th century traditional figure,train
giardino_religiososegment2,20th century abstractionism,test
hindemithquartetn1segment1,20th century traditional figure,train
songs_and_dances_from_the_flemish_renaissancesegment29,Renaissance secular subject,test
bartok__mikrokosmos_complete_with_scoresegment71,20th century experimental figure,validation
best_songs_of_janis_joplin__janis_joplin_collectionsegment232,Modern instrumental music,validation
the_best_song_of_richard_wagner___richard_wagne_top_hit_collectionsegment356,Romanticism open view,train
relaxing_music_spirit_of_american_indians_native_american_indian_music_native_flute_musicsegment43,American traditional folklore,train
austrian_folk_music_from_tirolsegment23,European traditional folklore,train
paul_hindemith_ludus_tonalissegment177,20th century experimental figure,train
telemann__brockes_passion__passion_oratorio_completesegment35,Baroque Classical symbolism,train
best_songs_of_ludovico_einaudi_ludovico_einaudi_greatest_hits_full_album_2021hqsegment10,20th century traditional figure,test
john_cage_piano_works_full_albumsegment368,20th century abstractionism,train
prokofiev__piano_concertos_no12345__presentation_centurys_recording__vladimir_ashkenazysegment176,20th century traditional open view,test
beethoven__missa_solemnis__new_mastering__p_centurys_recording_herbert_von_karajan_1975segment16,Baroque Classical symbolism,validation
a_floresta_e_jovem_e_cheja_de_vidasegment63,20th century abstractionism,train
three_pieces_for_orchestra_op6_by_alban_berg_audio__full_scoresegment8,20th century experimental open view,validation
tchaikovsky_string_quartetssegment86,Romanticism figure,train
moscheles__piano_concerto_no_3_in_g_minor_op__58segment9,Romanticism open view,train
merle_haggard_greatest_hits_2023___best_songs_of_merle_haggardsegment117,Modern instrumental music,train
jose_antonio_escobar_guitar_music_of_colombia_mejia_montana_saboya_gonzalezsegment32,Modern instrumental music,train
the_notorious_big__greatest_hits_full_album__biggie_greatest_hits_playlistsegment86,Electronic music,train
fela_kuti_nigeria_1975___he_miss_road_full_albumsegment55,African traditional folklore,train
chopin_complete_sonatas__music_compilationsegment183,Romanticism figure,train
__the_best_of_east_europe_folk__2021segment141,European traditional folklore,train
charles_iveslarry_austin__universe_symphony_symphony_no_6_wscoresegment52,20th century experimental open view,train
skyclad___silent_whales_of_lunar_sea_full_album_lyrics_on_screensegment16,Heavy metal,train
java__gamelans_from_the_sultans_palace_in_jogjakartasegment155,Asian traditional folklore,train
motets_of_the_venetian_school_xvi_centurysegment16,Renaissance symbolism,train
music_from_hungary__csango_songssegment46,European traditional folklore,train
jsbach_complete_orchestralsuites__oklemperer_newphilharmoniao__1969segment78,Baroque Classical secular subject,train
alban_berg__violin_concerto_1935segment39,20th century experimental open view,train
best_of_metallica__metallica_greatest_hits_full_albumsegment164,Heavy metal,test
argentine_andean_folk_musicsegment65,American traditional folklore,train
renaissance_choral_masterpiecessegment55,Renaissance symbolism,train
igor_stravinsky__the_rite_of_spring_1913segment20,20th century experimental open view,train
glass_complete_piano_etudessegment248,20th century abstractionism,validation
rachmaninov__symphonies_nos123__vocalise__presentation_reference_record__evgeny_svetlanovsegment203,20th century traditional open view,train
aaron_copland_symphony_no_3_oue_minnesota_orchestrasegment39,20th century traditional open view,train
brahms_3_piano_sonatas_zimermansegment27,Romanticism figure,test
scriabin_mazurkas_poemes__impromtusop1toop38segment138,20th century traditional figure,validation
taiwan__vocal_polyphonies_of_the_aboriginessegment68,Asian traditional folklore,train
mayan_ambiance_mexican_traditional_musicsegment111,American traditional folklore,train
bartok__mikrokosmos_complete_with_scoresegment206,20th century experimental figure,train
john_dowland__2_hours_with_the_best_lute_classical_music_hqsegment221,Renaissance secular subject,train
chopin_etudes_op10_and_op25_fialkowskasegment31,Romanticism figure,train
the_best_of_kraftwerk___kraftwerkthe_greatest_hits_of_kraftwerksegment42,Electronic music,train
popol_vuh__hosianna_mantra_1972_full_albumsegment2,Electronic music,train
anton_webern__five_pieces_for_orchestra_op_10_1913segment3,20th century experimental open view,validation
schubert_piano_trios_1__2segment45,Romanticism figure,train
the_best_of_tallissegment107,Renaissance symbolism,train
tchaikovsky__piano_trio__kogan__rostropovich__gilelssegment16,Romanticism figure,train
iron_maiden_best_songs_playlist__greatest_hits_full_album_2021segment185,Heavy metal,validation
aztec_music__musica_prehispanica_vol1__fiesta__sacrificio__guerra__ritos__cinematic_deliriumsegment61,American traditional folklore,test
mayan_music_playlist_2_ultra_extendedsegment45,American traditional folklore,train
traditional_japanese_folk_and_work_songssegment18,Asian traditional folklore,train
renaissance_choral_masterpiecessegment79,Renaissance symbolism,train
skyclad___silent_whales_of_lunar_sea_full_album_lyrics_on_screensegment67,Heavy metal,train
motets_of_the_venetian_school_xvi_centurysegment52,Renaissance symbolism,train
bartok_string_quartetssegment27,20th century experimental figure,train
hindemith_complete_piano_sonatassegment68,20th century experimental figure,train
aram_khachaturian__sonata_for_piano_1961_scorevideosegment53,20th century traditional figure,train
le_trio_joubran__mahmoud_darwish__in_the_shade_of_the_wordsfullsegment75,Asian traditional folklore,test
bartok_string_quartetssegment181,20th century experimental figure,train
sibelius__finlandia_karelia_suite_valse_triste___presentat_cent_rec__sir_john_barbirollisegment200,20th century traditional open view,train
deadmau5__while_full_albumsegment32,Electronic music,train
sepultura_greatest_hits__max__igor_cavalera_andreas_kisser_and_paulo_jr_erasegment105,Heavy metal,train
smetana__piano_trio__oistrakh__knushevitsky__oborinsegment9,Romanticism figure,train
edvard_grieg__peer_gynt_suites_1___2_188891segment40,20th century traditional open view,validation
carlo_gesualdo__madrigals_book_6segment84,Renaissance secular subject,test
the_best_of_rossinisegment99,Romanticism open view,train
anime_opening_music_mix__anime_updating_2023__anime_opening_compilation_2023segment94,Asian traditional folklore,train
terry_riley__in_c_1968_full_albumsegment39,20th century abstractionism,train
scriabin__sonatas5to10segment64,20th century experimental figure,validation
scriabinpreludesop2to37segment109,20th century traditional figure,train
le_migliori_canzoni_di_ennio_morricone__i_successi_di_ennio_morricone__ennio_morricone_songssegment206,20th century traditional open view,train
the_best_of_rihanna__rihanna_greatest_hits_full_album_2023segment70,Electronic music,train
messiaen__quartet_for_the_end_of_time_themes_and_variationssegment72,20th century experimental figure,test
js_bach_brandenburg_concertos__1__6_claudio_abbadosegment171,Baroque Classical secular subject,train
messiaen_catalogue_doiseauxsegment178,20th century experimental figure,train
aram_khachaturian__sonata_for_piano_1961_scorevideosegment2,20th century traditional figure,train
traditional_african_music_folk_music_instrumental_for_relaxing_studying__ambiencesegment211,African traditional folklore,train
jayz__the_book_of_hov__full_mixtape__dj_phvmm_segment175,Electronic music,train
dr_ludwigs_medieval_german_song_compilationsegment87,Renaissance secular subject,train
gems_of_the_renaissance_musicsegment60,Renaissance secular subject,train
bach_mass_in_b_minor_bwv_232__karl_richtersegment39,Baroque Classical symbolism,validation
robert_schumann_humoreske_op_20_1839segment7,Romanticism figure,train
ancient_aztec_and_mayan_traditional_music_by_ricardo_lozano_featuring_jorge_ramossegment47,American traditional folklore,train
bartok__mikrokosmos_complete_with_scoresegment72,20th century experimental figure,train
jeanbaptiste_lully_te_deum_grand_motet_lwv_55segment25,Baroque Classical symbolism,train
the_best_of_tallissegment2,Renaissance symbolism,train
sergei_prokofiev__sonatasfrom6to9segment137,20th century experimental figure,train
aztec_indigenous_ancient_musicsegment35,American traditional folklore,train
berio__complete_sequenzasegment146,20th century abstractionism,train
the_best_song_of_richard_wagner___richard_wagne_top_hit_collectionsegment253,Romanticism open view,train
zoltan_kodaly__sonata_for_solo_cellosegment9,20th century traditional figure,test
sam_smith_greatest_hits_full_album_2022_sam_smith_new_songs_2022segment95,Modern instrumental music,train
brian_eno__lux_stretched_high_qualitysegment136,Electronic music,train
__the_best_of_east_europe_folk__2021segment215,European traditional folklore,train
chopin_etudes_op10_and_op25_fialkowskasegment32,Romanticism figure,validation
josquin_desprez__motets__chansons__the_hilliard_ensemblesegment24,Renaissance symbolism,test
the_best_of_webersegment51,Romanticism open view,train
mussorgsky__boris_godunov_1869__presentation_talvela__reference_recording__jerzy_semkowsegment207,Romanticism open view,train
moby_mix_full_album__moby_greatest_hits__top_10_best_moby_songs__playlistsegment130,Electronic music,validation
the_original_sound_of_cumbia_the_history_of_colombian_cumbia__porro_194879_cd_1_full_albumsegment22,Modern instrumental music,train
mayan_ambiance_mexican_traditional_musicsegment56,American traditional folklore,train
rachmaninoff_preludes_complete_full_album_played_by_lukas_geniusassegment107,20th century traditional figure,train
the_best_of_webersegment116,Romanticism open view,train
a_vivaldi_concerti_con_molti_strumenti_europa_galante__f_biondisegment205,Baroque Classical secular subject,train
sepultura_greatest_hits__max__igor_cavalera_andreas_kisser_and_paulo_jr_erasegment92,Heavy metal,train
edvard_grieg__peer_gynt_suites_1___2_188891segment41,20th century traditional open view,train
spicegirls_greatest_hits_full_album__best_songs_of_spicegirls_playlistsegment132,Electronic music,test
childrens_songs_from_the_world_south_of_indiasegment108,Asian traditional folklore,train
tchaikovsky_complete_ballets_swan_lake__sleeping_beauty__the_nutcrackersegment244,20th century traditional figure,train
pantera__the_best_of_full_albumsegment151,Heavy metal,train
sacred_spirit_chants_and_dances_of_the_native_americans_vol_1_full_album___10youtube_comsegment4,American traditional folklore,train
slipknot__greatest_hitssegment118,Heavy metal,train
vecchioni_e_guccini__rara_registrazione_allostaria_delle_dame_1975segment69,European traditional folklore,train
guillaume_dufay_chansons_michael_posch_1996segment76,Renaissance secular subject,train
best_of_bon_jovi__greatest_hits_full_albumsegment43,Modern instrumental music,train
mozart__sacred_music__mass_oratorio_vesperea__presentation_centurys_record__andre_charlinsegment180,Baroque Classical symbolism,train
le_migliori_canzoni_di_ennio_morricone__i_successi_di_ennio_morricone__ennio_morricone_songssegment88,20th century traditional open view,train
hungarian_folk_music_of_moldavian_csango_peoplesegment68,European traditional folklore,train
beethoven__missa_solemnis__new_mastering__p_centurys_recording_herbert_von_karajan_1975segment103,Baroque Classical symbolism,train
rachmaninov__symphonies_nos123__vocalise__presentation_reference_record__evgeny_svetlanovsegment25,20th century traditional open view,train
iannis_xenakis_eonta_1964segment11,20th century abstractionism,train
grieg_complete_lyrical_piecessegment30,20th century traditional figure,validation
domenico_cimarosa__32_piano_sonatassegment71,Baroque Classical secular subject,test
socrate__erik_satiesegment14,20th century experimental open view,train
domenico_cimarosa_concerti_sestetti_e_quartetti__larte_dellarcosegment18,Baroque Classical secular subject,test
elektra_op58__by_r_strauss_audio__sheet_musicsegment73,20th century experimental open view,train
music_from_bali__the_gamelan_orchestrasegment10,Asian traditional folklore,validation
chopin_etudes_op10_and_op25_fialkowskasegment21,Romanticism figure,train
sergei_prokofiev__sonatasfrom6to9segment168,20th century experimental figure,train
rachmaninoff_preludes_complete_full_album_played_by_lukas_geniusassegment75,20th century traditional figure,train
brahms_complete_piano_trios__guarneri_trio_praguesegment33,Romanticism figure,train
maroon_5__best_songs_collection_2023__greatest_hits_songs_of_all_timesegment299,Electronic music,train
dance_hits_90ssegment174,Electronic music,train
beyond_the_sky__ustad_amjad_ali_khan_ustad_zakir_hussain__classical_instrumental_raagassegment31,Asian traditional folklore,train
bach_the_welltempered_clavier_book_1_harpsichord_pierre_hantaisegment61,Baroque Classical secular subject,test
berio__complete_sequenzasegment263,20th century abstractionism,train
one_hour_of_scottish_musicsegment63,European traditional folklore,train
java__gamelans_from_the_sultans_palace_in_jogjakartasegment86,Asian traditional folklore,train
armos__musica_tradizionale_siciliana_1999segment44,European traditional folklore,test
1_hour__mix_of_the_most_beautiful_native_american_musicsegment117,American traditional folklore,train
discover_dufay__1_hour_of_sacred_chants_and_polyphony_from_the_xvth_centhurysegment22,Renaissance symbolism,train
motets_of_the_venetian_school_xvi_centurysegment46,Renaissance symbolism,train
death__human_reissue_full_album_streamsegment31,Heavy metal,train
giovanni_pierluigi_da_palestrina__first_book_of_madrigalssegment101,Renaissance secular subject,train
j_o_h_n_coltrane__greatest_hits__the_best_of_j_o_h_n_coltranesegment71,Modern instrumental music,train
yoga_music_of_india_vol_1_segment72,Asian traditional folklore,validation
byrd_bull_morley_etc__english_virginalists_zuzana_ruzickovasegment102,Renaissance secular subject,train
Istanpitta__italian_instrumental_medieval_music__studio_der_fruhen_musiksegment81,Renaissance secular subject,validation
yurac_malki__viva_inca__music_from_equador_peru_and_bolivia_full_albumsegment3,American traditional folklore,train
epic_melodic_dubstep__future_bass_collection_2022_2_hourssegment157,Electronic music,test
j_hummel_trumpet_concerto__sergei_nakariakov_trumpet_bbsegment14,Romanticism open view,test
lassus__chansons__capilla_flamencaavisegment25,Renaissance secular subject,train
aaron_copland__sextet_for_clarinet_string_quartet_and_piano_1937_scorevideosegment25,20th century experimental figure,train
chad_music_from_tibestisegment100,African traditional folklore,train
mozart__symphony_no_41_in_c_k_551_complete_jupitersegment16,Baroque Classical secular subject,train
dmitri_shostakovich__24_preludes_and_fugues_op_87segment259,20th century traditional figure,train
ives__piano_sonata_no2_concord_mass_184060segment34,20th century experimental figure,train
ptchaikovsky_complete_symphonies__lmaazel_viennapo__196064segment466,Romanticism open view,train
richard_strauss__metamorphosensegment39,20th century experimental open view,train
rachmaninov_the_isle_of_the_dead_symphonic_poem_op_29__andrew_davissegment21,20th century traditional open view,train
sacred_spirit_chants_and_dances_of_the_native_americans_vol_1_full_album___10youtube_comsegment9,American traditional folklore,validation
north_indian_classical_music__vocal_musicsegment9,Asian traditional folklore,train
slipknot__greatest_hitssegment230,Heavy metal,train
g_r_e_e_n_d_a_y_greatest_hits_full_album_2023segment143,Modern instrumental music,train
philip_glass__dance_nos_15__hqsegment35,Electronic music,train
bartok_string_quartetssegment155,20th century experimental figure,train
chopin_complete_mazurkas_full_albumsegment39,Romanticism figure,train
richard_strauss__metamorphosensegment42,20th century experimental open view,train
traditional_african_music_compilation_african_tribal_music__african_melodiessegment21,African traditional folklore,train
the_beautiful_folk_music_of_england_segment67,European traditional folklore,test
bach__partitas_nos_123456_bwv_825830__remastered_centurys_recording_glenn_gouldsegment18,Baroque Classical secular subject,test
the_inca_harp_laments_and_dances_of_the_tawantinsuyu_the_inca_empire_lyrichord_1980_llst_7359segment35,American traditional folklore,test
shakira_exitos__shakira_sus_mejores_canciones_2023__shakira_grandes_exitos_2023segment144,Electronic music,train
youssou_ndour__ndar__saintlouis___albumsegment2,African traditional folklore,train
andean_folklore_music_mix_musical_instrument_from_south_america_quena_and_samponasegment19,American traditional folklore,train
mayan_music_playlist_2_ultra_extendedsegment147,American traditional folklore,train
iron_maiden_best_songs_playlist__greatest_hits_full_album_2021segment38,Heavy metal,train
the_inca_harp_laments_and_dances_of_the_tawantinsuyu_the_inca_empire_lyrichord_1980_llst_7359segment97,American traditional folklore,train
yurac_malki__viva_inca__music_from_equador_peru_and_bolivia_full_albumsegment106,American traditional folklore,train
andean_folklore_music_mix_musical_instrument_from_south_america_quena_and_samponasegment78,American traditional folklore,train
rimskykorsakov__the_golden_cockerel__moscow_po__kitaenkosegment65,20th century traditional open view,train
anton_bruckner__symphony_no7_in_e_major__herbert_von_karajan_wiener_philharmoniker_1989segment7,Romanticism open view,train
cannibal_corpse__eaten_back_to_life_full_albumsegment7,Heavy metal,validation
yehudi_menuhin_plays_bartok_solo_sonatasegment47,20th century experimental figure,train
chopin_complete_mazurkas_full_albumsegment56,Romanticism figure,train
charles_iveslarry_austin__universe_symphony_symphony_no_6_wscoresegment64,20th century experimental open view,train
satie_piano_music_full_albumsegment172,20th century traditional figure,train
herri_buom__folkmusik_fran_follingebygden_swedensegment40,European traditional folklore,train
the_best_of_rossinisegment52,Romanticism open view,train
stary_olsa__santa_maria_full_album_hdsegment26,European traditional folklore,test
john_cage_quartets_iviii_1976segment31,20th century abstractionism,test
vecchioni_e_guccini__rara_registrazione_allostaria_delle_dame_1975segment58,European traditional folklore,train
tchaikovsky_complete_ballets_swan_lake__sleeping_beauty__the_nutcrackersegment438,20th century traditional figure,train
argentine_andean_folk_musicsegment17,American traditional folklore,validation
_traditional_folk_songs_of_japansegment208,Asian traditional folklore,train
traditional_african_music_folk_music_instrumental_for_relaxing_studying__ambiencesegment215,African traditional folklore,train
bruckner_te_deum_wab_45_karajansegment45,Romanticism open view,train
frank_sinatra_greatest_hits_full_playlist__the_best_of_frank_sinatra___frank_sinatra_collectionsegment11,Electronic music,train
ottorino_respighi__the_birds_gli_uccellisegment2,20th century traditional open view,train
schoenberg_complete_works_for_piano_solo_glenn_gouldsegment97,20th century experimental figure,train
michaeljackson_greatest_hits_2023__michael_jackson_best_soul_songs_90s__2000s_playlistsegment118,Electronic music,train
esperanza_spalding_best_songs__esperanza_spalding_greatest_hits_full_albumsegment19,Modern instrumental music,train
mussorgsky_pictures_at_an_exhibition__full___bpo__karajansegment24,Romanticism open view,train
afterhours_hai__paura_del_buio_full_album_hqsegment112,Modern instrumental music,train
krzysztof_penderecki__complete_cello_concertossegment69,20th century abstractionism,train
brahms_3_piano_sonatas_zimermansegment92,Romanticism figure,train
scriabin_mazurkas_poemes__impromtusop40toop73segment116,20th century experimental figure,train
janacek__taras_bulba_rhapsody_for_orchestra_1918segment38,20th century experimental open view,train
the_best_of_madonna_songs_2022__madonna_greatest_hits_full_album__la_isla_bonita_hung_up_segment136,Electronic music,train
ligeti__requiem_1965segment31,20th century abstractionism,test
joseph_haydn__the_creationsegment146,Baroque Classical symbolism,train
manowar_greatest_hitssegment86,Heavy metal,train
piruw_folk_and_traditional_musicsegment36,American traditional folklore,test
beethoven__diabelli_variations_op_120_grigory_sokolovsegment69,Baroque Classical secular subject,train
telemann__brockes_passion__passion_oratorio_completesegment72,Baroque Classical symbolism,test
______alexander_vertinsky__songs_of_love_russian_chansonsegment13,European traditional folklore,validation
neu__neu_full_albumsegment41,Modern instrumental music,train
traditional_japanese_music__shamisen_koto__taiko_musicsegment86,Asian traditional folklore,train
___grand_collection__dmitriy_hvorostovskiysegment124,European traditional folklore,train
lassus__chansons__capilla_flamencaavisegment76,Renaissance secular subject,train
goa_gil__kali_yuga_2009_full_albumsegment131,Electronic music,train
slipknot__greatest_hitssegment209,Heavy metal,validation
the_best_of_tallissegment120,Renaissance symbolism,train
