id,class,set
edrepkaetal16,Heavy metal,train
ernstludwigkirchnertwobathinggirlsinabathtub,20th century experimental figure,train
pablopicasso143,20th century experimental figure,validation
renemagritte167,20th century experimental figure,train
leonardodavinci41,Renaissance symbolism,test
williamblake22,Romanticism figure,train
kazuonakamuraintospace31957,20th century abstractionism,train
zdzislawbeksinski168,Heavy metal,train
andreirublev19,Renaissance symbolism,train
toddschorr9,Heavy metal,validation
franciscogoya48,Romanticism figure,train
ivanrutkovych5,Baroque Classical symbolism,train
spyrospapaloukas2,European traditional folklore,train
giovannibattistatiepolo51,Baroque Classical symbolism,train
pietmondrian1,20th century abstractionism,train
egonschielesleepingchild1910,20th century experimental figure,train
amedeomodigliani189,20th century traditional figure,train
d17d67430906015668bd658bf4a6aa14c,Heavy metal,train
jagdishswaminathan10,Asian traditional folklore,train
stephenmopope5,American traditional folklore,train
balthus12,Modern instrumental music,train
egonschielemotherandchild1914,20th century experimental figure,validation
thiagoboecan5,American traditional folklore,train
shenzhou8,Asian traditional folklore,validation
nicholasroerichqaidam,20th century traditional open view,validation
johnsingersargent53,20th century traditional open view,train
gustaveloiseau36,20th century experimental open view,train
tarsiladoamaral26,American traditional folklore,validation
cunoamiet32,20th century experimental open view,train
caravaggio42,Baroque Classical secular subject,validation
franshalsportraitofaman4,Baroque Classical secular subject,train
tarsiladoamaral3,American traditional folklore,train
edwardhopper5,Modern instrumental music,test
javiermarsicaletal8,Modern instrumental music,train
albrechtduerer185,Renaissance secular subject,train
henridetoulouselautrec79,20th century traditional figure,train
edgardegas660,20th century traditional figure,train
oloweofise6,African traditional folklore,train
williamturner26,Romanticism open view,test
antoineblanchardboulevarddescapucines3,20th century traditional open view,train
albrechtduerer70,Renaissance secular subject,train
paritoshsen23,Asian traditional folklore,train
d0065070ec964900775391ea1b06091bc,Heavy metal,train
juanbautistamaino18,Baroque Classical symbolism,train
abdulmatiklarwein44,Electronic music,train
bricemardeneaglesmereset51997,20th century abstractionism,train
vincentvangogh528,Romanticism figure,train
kentmonkman38,American traditional folklore,test
7ffff743aef4f7900a1cd5fe3a9d3e05c,Modern instrumental music,train
cunoamiet38,20th century experimental open view,train
mauricequentindelatourmariejosepheofsaxony2,Baroque Classical secular subject,train
paulgauguin250,20th century traditional figure,train
raphaelkirchnerapplessweetfruits1900,20th century experimental figure,train
georgepemba33,African traditional folklore,validation
miguelriobranco2,American traditional folklore,train
petrosmalayan37,20th century traditional open view,train
georgiaokeefee66,20th century traditional open view,train
walterbattissfourexcessivefemales,Electronic music,train
vikingart18,European traditional folklore,train
henrimatisse51,20th century experimental open view,test
4bd51f4ff54661c89c6cff97b0228b1fc,Modern instrumental music,test
janvaneyck31,Renaissance symbolism,train
konstantinmakovskyorientalfuneralincairo,Romanticism figure,train
jacobjordaenstherapeofeuropa1643,Baroque Classical symbolism,train
marinapallares5,American traditional folklore,test
vincentvangogh449,Romanticism open view,train
pieterdehoochmotheratthecradle,Baroque Classical secular subject,test
pierodicosimo3,Renaissance secular subject,train
paulklee182,20th century abstractionism,train
pietmondrian61,20th century experimental open view,train
williamhjohnsonstilllifefruitbottles1939,African traditional folklore,validation
868df5a06e7b550fe9c532c83eab6f75c,Electronic music,train
salvadordali91,20th century abstractionism,train
pierreaugusterenoir253,20th century traditional figure,test
ritaangus32,20th century traditional open view,train
nicholasroerichkangchenjunga19242,20th century traditional open view,train
davidalfarosiqueiros5,Modern instrumental music,train
richardtuttle20pearls12003_2,Electronic music,train
joachimpatinir1,Renaissance secular subject,train
armandoreveron7,American traditional folklore,train
lallaessaydi51,African traditional folklore,train
renemagritte37,20th century experimental open view,validation
9b6fbddc923e30a6f3298ef2b502ba0dc,Electronic music,train
bartolomeestebanmurillochristinthegardenofolives,Baroque Classical symbolism,train
edrepkaetal21,Heavy metal,train
leonardodavinci112,Renaissance secular subject,train
vincentvangogh318,Romanticism figure,validation
amedeomodigliani79,20th century traditional figure,train
nicholasroerichvignetteforbooknkroerich191815,20th century experimental figure,train
diegorivera68,Modern instrumental music,train
vincentvangogh164,Romanticism figure,train
albrechtduerer117,Renaissance symbolism,train
walterbattiss51,African traditional folklore,validation
paulklee76,20th century abstractionism,train
andreirublev51,Renaissance symbolism,train
edgardegas536,20th century traditional figure,train
xoetal36,Electronic music,train
albrechtduerer191,Renaissance secular subject,train
zdzislawbeksinski27,Heavy metal,train
ogatakorinetal8,Asian traditional folklore,train
pierreaugusterenoir327,20th century traditional figure,train
joseclementeorozco27,American traditional folklore,train
jaminroyetal8,Asian traditional folklore,train
pietmondrian75,20th century experimental open view,test
hieronymusbosch71,Renaissance symbolism,train
aniahobsonetal2,Modern instrumental music,train
amedeomodigliani133,20th century traditional figure,train
124b3f860cb3c378bdf0cfe9e1db92c0c,Heavy metal,train
a0626ec9e461b9f07df627a6d260318ac,Modern instrumental music,train
williambaziotestheroom1945,20th century abstractionism,train
odilonredonthefisherwoman1900,20th century experimental figure,test
johnmarin9,20th century experimental open view,train
pietroperuginoportraitofayoungman1,Renaissance secular subject,test
agostinocarraccijuliewithanathlete,Baroque Classical symbolism,train
evahesseaddendum1967,Electronic music,validation
williamcongdonpositanono6night1956,20th century abstractionism,train
nicholasroerichsnowmaidenandberendey1920,20th century traditional figure,train
andreamantegna16,Renaissance secular subject,train
pablopicasso92,20th century experimental figure,train
johnduncan1,European traditional folklore,train
amedeomodigliani91,20th century traditional figure,train
giovannibattistatiepolo48,Baroque Classical symbolism,train
childehassamthegorgeappledore,20th century experimental open view,train
mikhailnesterov47,European traditional folklore,train
hiroyamagataskycycles1982,Electronic music,train
filippolippi1,Renaissance secular subject,train
ancientegipt132,African traditional folklore,train
gianlorenzoberniniportraitofamanwithamoustachesupposedselfportrait3,Baroque Classical secular subject,validation
vermeer17,Baroque Classical secular subject,train
samgilliamseacolor2011,20th century abstractionism,train
franciscogoya139,Romanticism figure,train
vincentvangogh740,Romanticism open view,train
miriamschapiro5,Modern instrumental music,validation
beatrizmilhazes26,Electronic music,train
pierreaugusterenoir62,20th century traditional figure,train
pierreaugusterenoir134,20th century experimental open view,train
rafanasiriuntitled0391988,20th century abstractionism,train
edgardegas340,Romanticism figure,train
raphael46,Renaissance symbolism,train
antonellodamessina5,Renaissance secular subject,train
bernardostrozzithecharityofstlawrence,Baroque Classical symbolism,train
02bddfc934285f6619e65659505bf31fc,Electronic music,validation
elgreco76,Renaissance symbolism,test
frazetta3,Heavy metal,train
mahmoudsaiid44,African traditional folklore,train
0253979d0a15be35c01702d5c4f601c1c,African traditional folklore,train
edouardmanet86,Romanticism figure,train
janvaneyck47,Renaissance symbolism,train
ritaangus6,20th century traditional open view,train
gustavecourbet12,Romanticism figure,validation
franciscogoya216,Romanticism figure,train
jacoblawrence8,African traditional folklore,train
6762d54e71878cb3f8f5e3fffd7da9c4c,Modern instrumental music,train
elgreco61,Renaissance symbolism,train
a91c7deabc997cbbaae1e6606b29a4bac,Heavy metal,train
georgiaokeefee90,20th century traditional open view,validation
jagdishswaminathan11,Asian traditional folklore,train
utagawakuniyoshiselfportraitoftheshungaalbum,Asian traditional folklore,train
alfredsisley44,Romanticism open view,train
fayumportrait26,African traditional folklore,test
olouisguglielmi8,African traditional folklore,train
scoutingtheenemy1890jpglarge,American traditional folklore,test
zdzislawbeksinski195,Heavy metal,test
mikhailvrubel144,20th century experimental open view,train
theodorosstamosreward21960,20th century abstractionism,validation
martirossaryaninthegarden1928,20th century experimental open view,train
stephenmopope4,American traditional folklore,validation
lucianfreudannabelportraitiii1987,20th century traditional figure,train
edgardegas681,Romanticism figure,train
pierreaugusterenoir188,20th century traditional figure,validation
edgardegas374,20th century traditional figure,train
itojakuchu14,Asian traditional folklore,test
nicholasroerichsketchfortaleoftsarsaltan19191,20th century experimental figure,train
nicholasroerichraninullariveronkulusideofrohtangpass,20th century experimental open view,train
francescodelcossa37,Renaissance secular subject,train
bradleywalkertomlinnumber201949,20th century abstractionism,train
alfredsisley85,Romanticism open view,train
felixgonzaleztorresuntitledamerica11992,Electronic music,train
4e30c9c1a75ef19a768ffdb509ace177c,Heavy metal,test
paulgauguin237,20th century traditional open view,train
odilonredonmykisseshavethetasteoffruitwhichwouldmeltinyourheartyoudistainmefarewellplate1896,20th century traditional figure,train
db774eebeadb818a8b7e362e937674fec,Heavy metal,train
e9b6eeb00a352f8316de54fdb49b3be0c,Heavy metal,train
mariannevonwerefkin1,European traditional folklore,train
paolouccello8,Renaissance secular subject,train
2b522485cf36d9018db96a9e7b3d73dbc,Heavy metal,validation
camillepissarro61,20th century traditional open view,train
raphaelkirchnersingleitems,20th century experimental figure,train
gunthergerzso1,American traditional folklore,validation
joanmironotdetected227948,20th century abstractionism,train
anamendieta2,American traditional folklore,train
pierreaugusterenoir104,20th century traditional figure,train
pieterbruegel100,Renaissance symbolism,train
giottodibondone69,Renaissance symbolism,test
andreirublev23,Renaissance symbolism,train
diegorivera5,Modern instrumental music,train
talr4,Asian traditional folklore,train
b71a3dfd92890c09227032dee47f45fac,Heavy metal,train
utagawakuniyoshithelaststandofthekusunokiatshijonawate,Asian traditional folklore,test
mahmoudsaiid38,African traditional folklore,train
edgardegas435,20th century traditional figure,train
henridetoulouselautrec40,20th century traditional figure,train
josephfarquharson20,20th century traditional open view,validation
mikhailnesterov36,European traditional folklore,train
romarebeardenuntitled19592,20th century abstractionism,test
amedeomodigliani62,20th century traditional figure,train
mariannevonwerefkin13,European traditional folklore,validation
williamturner36,Romanticism open view,test
zdzislawbeksinski135,Heavy metal,train
abdulmatiklarwein60,Electronic music,train
burhandogancaygiulianijerk1998,Electronic music,validation
andreamantegna6,Renaissance secular subject,train
duccio31,Renaissance symbolism,train
pellizzadavolpedo1,European traditional folklore,train
utagawakuniyoshiwomen4,Asian traditional folklore,train
ivanaivazovskyseascape1856,Romanticism open view,train
hatipmehmedefendi2,African traditional folklore,train
genevieveasselignerougeiin191984,Electronic music,train
barringtonwatson23,African traditional folklore,train
maxliebermann1,European traditional folklore,train
diegorivera41,Modern instrumental music,train
fayumportrait1,African traditional folklore,train
mikalojusciurlionissilense1907,20th century experimental open view,train
jacktworkovnightfall1961,20th century abstractionism,train
loscheggia3,Renaissance secular subject,train
53764as,Asian traditional folklore,train
theodoregericault73,Romanticism figure,test
paulklee49,20th century experimental figure,train
pierreaugusterenoir68,20th century experimental open view,train
odilonredonthegreenhorseman,20th century traditional figure,train
harrykernoff4,European traditional folklore,train
rbkitajthejewishschooldrawingagolem,Electronic music,train
miguelriobranco4,American traditional folklore,train
gustaveloiseau43,20th century experimental open view,train
domenicobeccafumi1,Renaissance secular subject,train
nikopirosmanisisterofmercy,European traditional folklore,train
franciscogoya270,Romanticism figure,train
paulgauguin263,20th century experimental open view,validation
amedeomodigliani54,20th century traditional figure,train
richardhamilton8,Electronic music,train
boriskustodievmoscowintroductionpicturefromthemagazinevampire1906,20th century experimental open view,test
egonschieleseatedgirlwithraisedleftleg1911,20th century experimental figure,train
albertogironella4,American traditional folklore,train
kentmonkman3,American traditional folklore,train
marcchagall106,European traditional folklore,train
edgardegas611,Romanticism figure,train
renemagritte139,20th century experimental figure,train
gustavklimt28,20th century experimental figure,test
giottodibondone80,Renaissance symbolism,validation
thotavaikuntam13,Asian traditional folklore,train
martirossaryanconstantinople19101,20th century experimental figure,test
janvaneyck52,Renaissance symbolism,test
anitamalfatti9,American traditional folklore,train
edgardegas564,Romanticism figure,train
vincentvangogh109,Romanticism open view,train
franciscodezurbaranagnusdei1640,Baroque Classical symbolism,train
edgardegas254,20th century traditional open view,validation
josephfarquharson33,20th century traditional open view,train
bartolomeestebanmurillostjustinaandstrufina1675,Baroque Classical symbolism,test
jeanmichelbasquiat93,Modern instrumental music,train
fernandlegerthreemusicians1930,European traditional folklore,train
edvardmunch36,20th century experimental figure,train
nicholasroerichtibetflamingpeak1933,20th century traditional open view,train
vincentvangogh17,Romanticism figure,train
albrechtduerer98,Renaissance symbolism,train
zdzislawbeksinski161,Heavy metal,train
bridgetriley26,Electronic music,train
vasiliykandinskiy60,20th century abstractionism,train
marktobeykompositionschwarz1972,20th century abstractionism,train
marshall8,African traditional folklore,train
jackbushthreegreensandblack1958,20th century abstractionism,test
toddschorr15,Heavy metal,train
ruthvollmeruntitled1977,Electronic music,train
ivanshishkin3,European traditional folklore,train
jacopopontormo33,Renaissance secular subject,train
sirlawrencealmatademamasterjohnparsonsmillet1889,Romanticism figure,train
alejandrocabeza8,European traditional folklore,validation
stephenmopope3,American traditional folklore,train
edgardegas316,20th century traditional figure,train
edgardegas208,Romanticism figure,train
konstantinmakovskyportrait6,Romanticism figure,validation
ce63892fdd9c1f92997a1c6ee0179322c,Heavy metal,validation
katsushikahokusairounddishwithscallopededge,Asian traditional folklore,test
lorenzolotto12,Renaissance secular subject,train
adriaenbrouwertwilightlandscape,Baroque Classical secular subject,validation
stuartdavis18,Modern instrumental music,train
renemagritte78,20th century experimental figure,test
georgiaokeefee93,20th century experimental open view,test
peterpaulrubens61,Baroque Classical symbolism,test
leeufanuntitled2008,Electronic music,train
benjaminwest25,Baroque Classical symbolism,validation
williamturner54,Romanticism open view,train
0d224841f9bed3cd9e447a83aa12fac9c,Heavy metal,train
7082e8373a07fd901919a4698111ecbac,Modern instrumental music,train
cunoamiet29,20th century experimental open view,train
yovkondzelevych15,Baroque Classical symbolism,train
edwardcorbettuntitled31950,Electronic music,train
alexandrebenois7,European traditional folklore,train
bridgetriley22,Electronic music,train
fs591503,Asian traditional folklore,train
sebastianodelpiombo20,Renaissance secular subject,train
d2f719d1aac6b95437137d6ba8e8b299jpglarge,Electronic music,train
nicholasroerichmonhiganstudy192225,20th century experimental open view,train
fridakahlo77,Modern instrumental music,train
robertsilversnotdetected275033,Electronic music,train
vincentvangogh677,Romanticism open view,train
jacopopontormo14,Renaissance secular subject,train
pyotrkonchalovskybakhchisaraikhanspalace1930,20th century experimental open view,train
eac43bf8e696e291ecfddddc546a9425c,Electronic music,train
mstislavdobuzhinskyoldcityinkaunas1930,20th century experimental open view,train
johnatkinsongrimshawgoldenlight1893,Romanticism open view,train
joepetagnoetal5,Heavy metal,train
amedeomodigliani186,20th century traditional figure,train
konstantinmakovskyhead,Romanticism figure,train
d3e9f7cde45ddc2258c398b2be338f48c,Heavy metal,train
conradmarcarelliuntitled,20th century abstractionism,train
01b6f38df22930ee31a98f448141861bc,Heavy metal,test
gerardterborchtheconcert,Baroque Classical secular subject,train
edgardegas34,Romanticism figure,train
oskarkokoschkaselfportraitfiesole1948,20th century traditional figure,train
rembrandt139,Baroque Classical secular subject,train
marcchagall183,European traditional folklore,train
edgardegas38,Romanticism figure,validation
amedeomodigliani63,20th century traditional open view,train
bartolomeoveneto13,Renaissance secular subject,test
paulklee106,20th century abstractionism,train
franciscogoya128,Romanticism figure,train
johnatkinsongrimshawgoldeneve1892,Romanticism open view,test
pablopicasso377,20th century abstractionism,train
francescoribalta2,Baroque Classical symbolism,train
raphael17,Renaissance symbolism,train
grandmamoses3,African traditional folklore,train
amedeomodigliani72,20th century traditional figure,test
sebastianodelpiombo2,Renaissance secular subject,train
vasiliykandinskiy10,20th century abstractionism,validation
b6f225c02c58e453e0768712d2efdb24c,Heavy metal,train
gustavklimt50,20th century experimental open view,test
vasiliykandinskiy48,20th century abstractionism,train
nandalalbose2,Asian traditional folklore,validation
hieronymusbosch121,Renaissance symbolism,train
alfredsisley257,Romanticism open view,train
walterbattiss44,African traditional folklore,test
reneportocarrero5,American traditional folklore,train
dmitrylevitzkyalexanderkhrapovitsky1781,Baroque Classical secular subject,train
petersavilleetal9,Electronic music,train
paulklee74,20th century abstractionism,validation
shitao10,Asian traditional folklore,train
giovannibattistatiepolo118,Baroque Classical symbolism,test
9162bd14813f331546389e3042a4b4a5c,Heavy metal,test
raphael112,Renaissance secular subject,train
mariannevonwerefkin21,European traditional folklore,validation
ruthvollmeruntitled1959,Electronic music,validation
titian40,Renaissance symbolism,train
paolouccello26,Renaissance secular subject,validation
irmastern34,African traditional folklore,train
ivanaivazovskyembankmentoforientaltown1862,Romanticism open view,train
bridgetriley41,Electronic music,train
albrechtduerer92,Renaissance symbolism,test
gustaveloiseau76,20th century experimental open view,train
ogatagekkonihonhanazue1892,Asian traditional folklore,train
vincentvangogh369,Romanticism open view,train
tccannon2,American traditional folklore,train
albrechtduerer302,Renaissance symbolism,train
zandaqianetal34,Asian traditional folklore,validation
franciscogoya120,Romanticism figure,train
andywarhol161,Electronic music,train
pablopicasso392,20th century experimental figure,train
4cac4452e6c38cb030c062ad96c6c15bc,Heavy metal,train
nicholasroerichgiantesskrimgerd,20th century traditional open view,train
pierreaugusterenoir313,20th century traditional figure,validation
kittelsen21,European traditional folklore,train
lucianfreudstilllifewithabook1992,20th century traditional figure,test
ruthvollmertangents1970,Electronic music,test
oskarkokoschkanotdetected235863,20th century experimental figure,train
edgardegas117,Romanticism figure,train
danchristensenbluebaleen1987,20th century abstractionism,train
pierreaugusterenoir215,20th century experimental open view,validation
joanmiro47,20th century experimental open view,train
vincentvangogh82,Romanticism figure,test
raphaelkirchnerallhealing5,20th century experimental figure,train
rembrandt258,Baroque Classical secular subject,train
andywarhol169,Electronic music,train
vincentvangogh108,Romanticism figure,train
kazuonakamurainnerstructure1955,20th century abstractionism,train
pablopicasso149,20th century experimental figure,train
alicebaberthelightinthedepths1975,20th century abstractionism,train
vincentvangogh20,Romanticism open view,train
katsushikahokusai34,Asian traditional folklore,train
zdzislawbeksinski158,Heavy metal,test
gerardfromangervioletdemars1972,Electronic music,train
vincentvangogh393,Romanticism figure,train
nicholasroericharhat,20th century traditional figure,train
danieldezeuzeparunefortobscureiii1997,Electronic music,train
walterbattiss21,African traditional folklore,train
pablopicasso100,20th century traditional figure,train
ivanaivazovskyvesuvius,Romanticism open view,train
carlosorozcoromero14,American traditional folklore,train
rembrandt150,Baroque Classical secular subject,validation
giorgione12,Renaissance secular subject,test
patrickcaulfieldcolouredstilllife1967,Modern instrumental music,train
anthonyvandyckcornelisvandergeest,Baroque Classical secular subject,train
pierreaugusterenoir137,20th century traditional figure,train
jagdishswaminathan1,Asian traditional folklore,train
childehassamrialtomarketvenice,20th century experimental open view,train
pieterbruegel10,Renaissance secular subject,train
enriquesilvestre1,American traditional folklore,train
e945ab155410669443767fff9e52833dc,European traditional folklore,train
pieterbruegel91,Renaissance symbolism,train
abdulmatiklarwein39,Electronic music,train
bernardobellottoviewofdresdenfromtherightbankoftheelbewithaugustusbridge,Baroque Classical secular subject,train
caravaggio35,Baroque Classical symbolism,train
764e71f2a1c9470db170b8fc29765f07c,Heavy metal,train
edgardegas245,Romanticism figure,train
johnconstable18,Romanticism open view,train
giuseppemariacrespi21,Baroque Classical secular subject,train
jacksonpollock3,20th century abstractionism,train
consuelohernandez1,European traditional folklore,train
adriaenvanostademerrymakersinaninn,Baroque Classical secular subject,train
konstantinsomov21,European traditional folklore,train
pietmondrian63,20th century abstractionism,validation
louaykayyali10,African traditional folklore,train
damienhirst3,Electronic music,test
guanxiu13,Asian traditional folklore,validation
janvaneyck38,Renaissance symbolism,train
jamiewyethkenthouse1971,Modern instrumental music,train
jacksonpollockbluemobydick1,20th century abstractionism,validation
elanatsui12,African traditional folklore,train
adriaenvanostadethepeasantsettlinghisdebt,Baroque Classical secular subject,train
rodolfoaricologgettotenebrosodipaolouccello1970,Electronic music,train
nicholasroerichhimalayas1941,20th century traditional open view,train
vincentvangogh772,Romanticism open view,train
266988d6a5eb48a5dc78530b64d08971c,Modern instrumental music,train
giovannipaolopaninitheinteriorofthepantheonrome,Baroque Classical symbolism,train
pierreaugusterenoir50,20th century traditional open view,train
guidoreniportraitofoldwoman1630,Baroque Classical symbolism,train
paulgauguin75,20th century traditional figure,train
arkhipkuindzhiforest1887,20th century traditional open view,train
joseferrazdealmeidajunior2,American traditional folklore,train
pablopicasso408,20th century experimental figure,train
raphael27,Renaissance secular subject,train
terryfrostyellowtriptych1959,20th century abstractionism,train
paulcezanne45,20th century experimental figure,train
diegorivera37,Modern instrumental music,train
meatforthetribe1891jpglarge,American traditional folklore,test
andywarhol153,Electronic music,validation
4e6877d4a251bdb15dcfc9e2011fb58ac,Heavy metal,train
francescosolimenarebeccaleavingherfathershouse,Baroque Classical symbolism,train
renemagritte175,20th century experimental figure,train
hubertineheijermans6,20th century traditional open view,train
theodoregericault33,Romanticism figure,train
theodoregericault55,Romanticism figure,train
alejandrocabeza3,European traditional folklore,train
antoineblanchardtheatreduchatelet,20th century traditional open view,train
antonraphaelmengs32,Baroque Classical symbolism,train
paulgauguin103,20th century traditional figure,train
salvadordali68,20th century experimental open view,train
duccio93,Renaissance symbolism,train
jacobjordaensreturnoftheholyfamilyfromegypt,Baroque Classical symbolism,validation
odilonredonportraitofsimonefayetinholycommunion1908,20th century traditional figure,train
vincentvangogh443,Romanticism open view,train
genedavisautumn1955,20th century abstractionism,train
4ce0cbe5dd2af1a614f4060863ea9c8ac,Heavy metal,validation
giottodibondone24,Renaissance symbolism,train
ce93082b401f7664bd75e0e6999ceaabc,Heavy metal,train
gustavklimt97,20th century traditional figure,test
al8,European traditional folklore,validation
peterpaulrubens45,Baroque Classical symbolism,train
shenzhou10,Asian traditional folklore,test
franzmarc2,20th century traditional open view,train
giottodibondone98,Renaissance symbolism,train
rembrandt176,Baroque Classical symbolism,train
petrosmalayan25,20th century traditional open view,train
tarsiladoamaral16,American traditional folklore,train
alfredsisley110,Romanticism figure,validation
vincentvangogh143,Romanticism open view,train
stayhigh1492,Electronic music,train
thomasgainsboroughportraitofladyelizabethmontaguduchessofbuccleuchandqueensberry,Baroque Classical secular subject,train
chaibiatalal15,African traditional folklore,train
odilonredonimmediatelythreegoddessesariseplate111896,20th century experimental figure,train
marcchagall45,European traditional folklore,train
lucianfreudheadofboywithabook,20th century traditional figure,validation
sandrobotticelli77,Renaissance symbolism,train
mikhailvrubel39,20th century traditional figure,train
walterbattiss20,African traditional folklore,train
konstantinsomov15,European traditional folklore,train
ivannikitinportraitofandreinartov,Baroque Classical secular subject,train
pierreaugusterenoir282,20th century experimental open view,train
davidtenierstheyoungermembersofantwerptowncouncilandmastersofthearmamentsguild1643,Baroque Classical secular subject,train
nicholasroerichgifts1909,20th century experimental open view,train
shenzhou3,Asian traditional folklore,test
joanhernandezpijuanevorasobrepaperjap1990,Electronic music,test
nzantespee4,African traditional folklore,validation
alicebabernoblenumbers1965,20th century abstractionism,train
grandmamoses4,African traditional folklore,train
neilwelliver29,20th century traditional open view,train
hugovadergoes2,Renaissance secular subject,train
conradmarcarellithewomanofsamura1958,20th century abstractionism,train
arnoldbocklin1,Romanticism figure,train
arnoldbocklin14,Romanticism figure,train
johnsingersargent86,20th century traditional open view,train
amedeomodigliani129,20th century traditional figure,train
alfredsisley68,Romanticism open view,train
alaaawad4,African traditional folklore,train
sergesudeikin6,European traditional folklore,train
peterpaulrubens105,Baroque Classical symbolism,train
5c11c2d79339827698eb5ad4d0a32134c,Modern instrumental music,train
alfredsisley203,Romanticism open view,train
williamhjohnsonthreedancers1940,African traditional folklore,train
henrimatissejazzbook1947,20th century abstractionism,train
marcchagall48,European traditional folklore,train
edgardegas274,Romanticism figure,validation
konstantinmakovskygirlwithjug,Romanticism figure,train
domenicoghirlandaiostudyofgarments,Renaissance secular subject,train
paulgauguin105,20th century traditional figure,train
fee2ec59db1aaf17b07715ede60051aac,African traditional folklore,train
norvalmorrisseau6,American traditional folklore,train
paulcezanne7,20th century traditional figure,train
bbb40d2da805e6741b52d33052b81ab9c,Heavy metal,test
ancientegipt9,African traditional folklore,test
francoisbouchervenusrestrainingcupid1762,Baroque Classical symbolism,train
robertsilversdiana,Electronic music,train
mauricequentindelatourjacquesdumontleromainplayingtheguitar,Baroque Classical secular subject,train
jeandegottexdeplibleuii1979,Electronic music,train
andywarhol50,Electronic music,train
pablopicasso361,20th century experimental figure,validation
stayhigh14911,Electronic music,train
ernstludwigkirchnerdancerandaudience1917,20th century experimental figure,train
anthonyvandycklucasvorsterman,Baroque Classical secular subject,test
ancientegipt96,African traditional folklore,train
henrimatisse128,20th century experimental figure,train
paulcezanne26,20th century traditional figure,train
giorgiodechirico1,20th century traditional open view,train
wolfgangpaalen12,American traditional folklore,validation
gustavecourbet15,Romanticism figure,train
odilonredonportraitofpaulegobillard1900,20th century traditional figure,train
joanmiro25,20th century abstractionism,train
cornelisvreedenburgh2,European traditional folklore,train
martirossaryanroses1949,20th century traditional figure,train
billyappletheshipbrightonbeachsussexengland19632,Electronic music,train
richardpousettedartnumber11951,20th century abstractionism,train
hendrickterbrugghenthesingingluteplayer1624,Baroque Classical secular subject,test
sandrobotticelli15,Renaissance symbolism,train
titian222,Renaissance symbolism,train
paolouccello24,Renaissance secular subject,validation
michealwhelanetal2,Heavy metal,train
amedeomodigliani20,20th century traditional figure,train
gustavecourbet22,Romanticism figure,train
vincentvangogh753,Romanticism open view,train
pieterbruegel49,Renaissance secular subject,train
paulgauguin148,20th century experimental figure,test
vincentvangogh744,Romanticism figure,test
alberthuie14,African traditional folklore,train
zdzislawbeksinski48,Heavy metal,train
giovannibattistatiepolo33,Baroque Classical symbolism,train
kimprisu1,European traditional folklore,validation
vincentvangogh521,Romanticism open view,train
pieterbruegel127,Renaissance secular subject,train
peterpaulrubens108,Baroque Classical symbolism,validation
nicholasroerichstsergiushermitage,20th century traditional open view,train
vincentvangogh137,Romanticism open view,test
basukiabdullah2,Asian traditional folklore,train
ancientegipt22,African traditional folklore,train
giottodibondone90,Renaissance symbolism,train
theodoregericault44,Romanticism figure,train
telemacosignorini16,European traditional folklore,train
duccio47,Renaissance symbolism,validation
giorgiodechirico2,20th century traditional open view,train
konstantinvasilyev10,Heavy metal,train
navjotaltaf2,Asian traditional folklore,test
mfhusain29,Asian traditional folklore,validation
franciscogoya208,Romanticism figure,train
0d58b6869b5a158b924a872db8fd18d5c,Electronic music,train
raphaelkirchnerspionage,20th century experimental figure,train
62b6e85fddfc03943efdce3bdb7d9295c,Heavy metal,validation
nicholasroerichmonhigancreating1922,20th century traditional open view,train
sandrobotticelli142,Renaissance symbolism,train
paolouccello17,Renaissance secular subject,test
mikhailvrubel126,20th century traditional figure,train
yiannistsaroychis2,European traditional folklore,train
beatrizmilhazes30,Electronic music,train
salvadordali35,20th century abstractionism,train
paulgauguin281,20th century traditional figure,train
leonardodavinci134,Renaissance secular subject,train
petermax18,Modern instrumental music,train
annibalecarraccithemartyrdomofststephen1603,Baroque Classical symbolism,validation
mikhailvrubel63,20th century traditional figure,train
filippolippi2,Renaissance secular subject,train
xoetal27,Electronic music,train
paulgauguin141,20th century experimental figure,train
caspardavidfriedrich10,Romanticism figure,test
rufinotamayo12,American traditional folklore,validation
gerritdouthebiblelessonoranneandtobias,Baroque Classical secular subject,train
08f0dc9895d1ccf0c963ec9e65262615c,Heavy metal,train
titian159,Renaissance secular subject,train
johnsingersargent11,20th century traditional open view,test
kentmonkman33,American traditional folklore,train
fb8dd21fab5095e69255fc43eb808726c,Electronic music,validation
mikhailnesterov16,European traditional folklore,test
joegoodeuntitledvandalismseries,Electronic music,train
vincentvangogh452,Romanticism figure,train
e9aaa4766e1ee4ab9e9ecf8dae86c43ec,Heavy metal,train
beatrizmilhazes25,Electronic music,train
yiannistsaroychis7,European traditional folklore,train
egonschieleselfportraitwithblackvaseandspreadfingers1911,20th century experimental figure,train
titian145,Renaissance symbolism,train
c7a0b147102488416488d36d5d1b3e5dc,Heavy metal,train
wangechimutu5,African traditional folklore,train
mariojoseangeles12,American traditional folklore,test
nicholasroerichstudyofscenedesignforpeergynt1912,20th century experimental open view,train
toddschorr11,Heavy metal,train
davidchethlahepaladin2,American traditional folklore,test
josephfarquharson37,20th century traditional open view,validation
albrechtduerer3,Renaissance symbolism,train
egonschielelevitation1915,20th century experimental figure,train
